Номер;Тип;Модель;Типоразмер;Диаметр ММ;Производительность м3/ч;Давление(па);Мощность(ВТ);Уровень шума;Цена в рублях
10522;ВКОП;ВКОП 56-355-140-1;ВКОП 56-355-140;1120;3768 - 23830;267 - 2368;4000;104;236 500
10523;ВО;ВО 30-160-040-1;ВО 30-160-040;400;1648 - 11192;286 - 2643;3000;94;94 400
10524;ВР;ВР 40-250-080-2;ВР 40-250-080;800;1265 - 28278;128 - 1478;5500;65;56 200
10525;Ц;Ц 40-250-080-4;Ц 40-250-080;800;250 - 17137;470 - 1271;750;105;244 200
10526;ВР;ВР 30-160-040-3;ВР 30-160-040;400;1826 - 3567;184 - 1914;7500;71;120 200
10527;ВР;ВР 56-355-140-4;ВР 56-355-140;1120;2461 - 23902;174 - 816;1500;66;333 400
10528;Ц;Ц 30-160-050-4;Ц 30-160-050;500;2826 - 6579;290 - 1721;250;86;110 700
10529;ВКОП;ВКОП 30-160-040-5;ВКОП 30-160-040;400;1384 - 2970;119 - 1492;3000;99;305 200
10530;Ц;Ц 30-160-040-4;Ц 30-160-040;400;756 - 24491;576 - 889;250;96;295 400
10531;Ц;Ц 35-200-063-2;Ц 35-200-063;630;3752 - 18101;583 - 2253;2200;83;71 000
10532;УВО;УВО 30-160-050-4;УВО 30-160-050;500;2462 - 6007;440 - 2772;15000;103;130 900
10533;ВКОП;ВКОП 35-200-063-1;ВКОП 35-200-063;630;2012 - 9918;522 - 1374;250;93;282 700
10534;ВКОП;ВКОП 35-200-063-2;ВКОП 35-200-063;630;2569 - 3655;239 - 2824;250;98;126 200
10535;ВКОП;ВКОП 30-160-040-3;ВКОП 30-160-040;400;3663 - 30065;440 - 1215;2200;110;65 700
10536;ВЦ;ВЦ 30-160-040-2;ВЦ 30-160-040;400;2870 - 12693;544 - 1763;4000;80;280 300
10537;УВО;УВО 45-280-100-5;УВО 45-280-100;900;3653 - 21508;215 - 523;750;70;287 100
10538;ВО;ВО 45-280-100-1;ВО 45-280-100;900;3844 - 15163;218 - 893;5500;110;153 600
10539;ВО;ВО 30-160-050-5;ВО 30-160-050;500;2057 - 24531;218 - 1611;1100;62;103 700
10540;ВР;ВР 45-280-100-2;ВР 45-280-100;900;2455 - 25366;342 - 2396;15000;83;197 900
10541;ВО;ВО 50-315-125-1;ВО 50-315-125;1000;2272 - 20368;451 - 1776;1500;98;185 600
10542;ВЦ;ВЦ 45-280-100-1;ВЦ 45-280-100;900;435 - 16517;627 - 1388;11000;77;269 600
10543;ВО;ВО 40-250-080-4;ВО 40-250-080;800;2652 - 30540;575 - 1616;3000;82;233 400
10544;Ц;Ц 50-315-125-3;Ц 50-315-125;1000;2855 - 3914;326 - 1753;4000;75;327 900
10545;ВЦ;ВЦ 35-200-063-1;ВЦ 35-200-063;630;255 - 25058;551 - 3663;3000;62;73 400
10546;Ц;Ц 30-160-050-1;Ц 30-160-050;500;2017 - 28388;188 - 627;7500;64;164 000
10547;ВР;ВР 45-280-100-5;ВР 45-280-100;900;209 - 9974;237 - 1145;750;67;241 400
10548;Ц;Ц 40-250-080-5;Ц 40-250-080;800;1922 - 11093;58 - 581;250;65;208 700
10549;ВЦ;ВЦ 30-160-040-1;ВЦ 30-160-040;400;3831 - 24584;244 - 1149;1500;71;48 700
10550;ВЦ;ВЦ 30-160-050-2;ВЦ 30-160-050;500;3515 - 16572;95 - 2957;5500;73;85 500
10551;ВЦ;ВЦ 50-315-125-3;ВЦ 50-315-125;1000;734 - 26155;435 - 2117;750;74;106 300
10552;ВЦ;ВЦ 30-160-040-3;ВЦ 30-160-040;400;414 - 18927;199 - 1028;370;60;78 400
10553;ВЦ;ВЦ 30-160-040-4;ВЦ 30-160-040;400;695 - 20923;636 - 1894;1500;89;176 000
10554;ВКОП;ВКОП 35-200-063-1;ВКОП 35-200-063;630;2672 - 24991;626 - 2158;250;95;83 500
10555;УВО;УВО 50-315-125-1;УВО 50-315-125;1000;223 - 27921;380 - 2121;15000;88;167 000
10556;Ц;Ц 35-200-063-2;Ц 35-200-063;630;3487 - 17657;271 - 1815;5500;83;90 600
10557;ВЦ;ВЦ 56-355-140-4;ВЦ 56-355-140;1120;1177 - 13522;226 - 1356;370;75;59 700
10558;ВО;ВО 50-315-125-2;ВО 50-315-125;1000;3502 - 21279;425 - 2436;370;63;253 000
10559;ВЦ;ВЦ 35-200-063-4;ВЦ 35-200-063;630;288 - 6310;341 - 2771;550;72;237 000
10560;ВЦ;ВЦ 40-250-080-4;ВЦ 40-250-080;800;1377 - 4536;348 - 2773;250;83;291 800
10561;ВКОП;ВКОП 40-250-080-3;ВКОП 40-250-080;800;984 - 6437;171 - 3142;3000;103;303 500
10562;Ц;Ц 56-355-140-3;Ц 56-355-140;1120;868 - 14270;164 - 1507;4000;89;319 000
10563;УВО;УВО 50-315-125-5;УВО 50-315-125;1000;2636 - 29586;158 - 1850;11000;95;175 600
10564;ВКОП;ВКОП 40-250-080-1;ВКОП 40-250-080;800;1499 - 5712;135 - 458;1100;70;182 900
10565;ВКОП;ВКОП 30-160-050-3;ВКОП 30-160-050;500;3074 - 29983;552 - 1878;1500;79;263 300
10566;ВЦ;ВЦ 30-160-050-1;ВЦ 30-160-050;500;3949 - 26495;248 - 2115;370;107;291 300
10567;Ц;Ц 35-200-063-1;Ц 35-200-063;630;2548 - 3065;459 - 2156;5500;80;207 600
10568;ВР;ВР 50-315-125-1;ВР 50-315-125;1000;2423 - 14453;527 - 3609;250;72;178 200
10569;ВКОП;ВКОП 30-160-040-1;ВКОП 30-160-040;400;2219 - 15934;131 - 2071;250;84;99 600
10570;ВО;ВО 50-315-125-1;ВО 50-315-125;1000;664 - 4556;168 - 2069;750;94;161 200
10571;ВКОП;ВКОП 50-315-125-5;ВКОП 50-315-125;1000;2786 - 30426;129 - 2042;550;61;173 100
10572;ВР;ВР 40-250-080-5;ВР 40-250-080;800;1759 - 13978;472 - 1585;250;61;78 300
10573;УВО;УВО 30-160-040-3;УВО 30-160-040;400;1390 - 6145;448 - 3458;250;105;274 400
10574;УВО;УВО 56-355-140-2;УВО 56-355-140;1120;3688 - 13720;116 - 669;2200;77;152 800
10575;ВР;ВР 56-355-140-2;ВР 56-355-140;1120;1440 - 23592;111 - 661;1100;90;211 200
10576;ВР;ВР 50-315-125-4;ВР 50-315-125;1000;1987 - 7221;321 - 3454;4000;69;111 500
10577;ВО;ВО 56-355-140-1;ВО 56-355-140;1120;2838 - 17278;340 - 907;11000;64;86 500
10578;ВЦ;ВЦ 45-280-100-3;ВЦ 45-280-100;900;1839 - 4135;269 - 2442;15000;98;227 200
10579;ВКОП;ВКОП 50-315-125-3;ВКОП 50-315-125;1000;2712 - 8088;283 - 1476;11000;87;249 900
10580;ВР;ВР 30-160-050-1;ВР 30-160-050;500;3663 - 28855;547 - 1771;2200;76;215 200
10581;ВО;ВО 56-355-140-2;ВО 56-355-140;1120;603 - 15296;316 - 2743;15000;80;50 000
10582;ВЦ;ВЦ 30-160-040-3;ВЦ 30-160-040;400;2844 - 30263;334 - 807;370;104;156 700
10583;ВЦ;ВЦ 50-315-125-1;ВЦ 50-315-125;1000;1116 - 22648;337 - 3011;2200;107;171 900
10584;Ц;Ц 30-160-040-1;Ц 30-160-040;400;2233 - 20536;86 - 2753;3000;94;269 500
10585;УВО;УВО 56-355-140-3;УВО 56-355-140;1120;2054 - 27054;424 - 693;370;95;321 200
10586;ВО;ВО 30-160-040-3;ВО 30-160-040;400;636 - 23926;370 - 3016;1100;100;193 600
10587;ВЦ;ВЦ 35-200-063-4;ВЦ 35-200-063;630;1184 - 9486;313 - 3238;750;83;290 700
10588;ВО;ВО 40-250-080-5;ВО 40-250-080;800;2157 - 3785;136 - 2909;2200;92;233 800
10589;ВО;ВО 56-355-140-3;ВО 56-355-140;1120;3627 - 12037;118 - 2894;15000;104;298 500
10590;ВР;ВР 30-160-040-3;ВР 30-160-040;400;216 - 26771;617 - 1544;3000;61;88 300
10591;Ц;Ц 30-160-040-5;Ц 30-160-040;400;1541 - 22402;447 - 2778;5500;104;279 700
10592;ВР;ВР 50-315-125-1;ВР 50-315-125;1000;3221 - 24042;407 - 1149;5500;61;216 700
10593;Ц;Ц 56-355-140-3;Ц 56-355-140;1120;333 - 20459;398 - 2426;5500;69;308 200
10594;ВКОП;ВКОП 45-280-100-3;ВКОП 45-280-100;900;2030 - 26448;196 - 1845;2200;92;71 000
10595;ВЦ;ВЦ 30-160-050-5;ВЦ 30-160-050;500;2680 - 23991;216 - 1445;370;87;94 700
10596;ВКОП;ВКОП 45-280-100-3;ВКОП 45-280-100;900;3730 - 13057;76 - 2952;11000;106;244 800
10597;ВО;ВО 50-315-125-4;ВО 50-315-125;1000;2300 - 23970;66 - 2207;4000;107;73 200
10598;ВЦ;ВЦ 45-280-100-2;ВЦ 45-280-100;900;564 - 26037;165 - 829;7500;67;286 300
10599;УВО;УВО 35-200-063-5;УВО 35-200-063;630;771 - 19437;192 - 898;750;75;87 600
10600;ВО;ВО 35-200-063-4;ВО 35-200-063;630;2190 - 19020;180 - 1648;250;104;157 200
10601;УВО;УВО 56-355-140-3;УВО 56-355-140;1120;3299 - 17853;166 - 1955;550;104;286 400
10602;Ц;Ц 30-160-040-3;Ц 30-160-040;400;576 - 7284;325 - 1089;3000;101;304 200
10603;ВО;ВО 30-160-050-2;ВО 30-160-050;500;1492 - 23309;543 - 1545;11000;91;178 300
10604;ВО;ВО 56-355-140-1;ВО 56-355-140;1120;2969 - 13611;194 - 292;5500;76;142 000
10605;ВКОП;ВКОП 40-250-080-5;ВКОП 40-250-080;800;1176 - 17442;307 - 815;1500;101;311 400
10606;ВЦ;ВЦ 30-160-040-5;ВЦ 30-160-040;400;3103 - 23802;334 - 971;1500;63;217 600
10607;УВО;УВО 30-160-050-3;УВО 30-160-050;500;1126 - 22630;42 - 3229;5500;83;233 100
10608;Ц;Ц 56-355-140-5;Ц 56-355-140;1120;2213 - 18912;269 - 1938;1100;102;140 400
10609;ВЦ;ВЦ 30-160-050-4;ВЦ 30-160-050;500;2596 - 14506;504 - 1164;750;93;97 100
10610;ВЦ;ВЦ 50-315-125-1;ВЦ 50-315-125;1000;722 - 20325;192 - 590;750;80;99 300
10611;ВКОП;ВКОП 50-315-125-1;ВКОП 50-315-125;1000;1180 - 23162;252 - 509;370;61;294 200
10612;ВР;ВР 30-160-050-3;ВР 30-160-050;500;3333 - 25997;85 - 864;1100;85;191 200
10613;УВО;УВО 56-355-140-3;УВО 56-355-140;1120;3114 - 27590;146 - 894;750;68;111 100
10614;ВО;ВО 30-160-050-2;ВО 30-160-050;500;3912 - 5505;611 - 2643;15000;75;319 500
10615;ВР;ВР 50-315-125-4;ВР 50-315-125;1000;442 - 26112;629 - 1925;750;97;99 900
10616;ВО;ВО 40-250-080-1;ВО 40-250-080;800;2357 - 14432;615 - 2465;4000;73;296 500
10617;УВО;УВО 30-160-050-1;УВО 30-160-050;500;1122 - 5279;474 - 3557;4000;71;118 600
10618;ВЦ;ВЦ 50-315-125-1;ВЦ 50-315-125;1000;2312 - 3025;650 - 1556;3000;64;240 200
10619;ВКОП;ВКОП 45-280-100-2;ВКОП 45-280-100;900;505 - 15722;596 - 1881;1100;105;330 400
10620;УВО;УВО 56-355-140-2;УВО 56-355-140;1120;2413 - 3015;242 - 2111;7500;77;274 400
10621;Ц;Ц 56-355-140-2;Ц 56-355-140;1120;2427 - 6967;138 - 1102;15000;73;278 500
10622;ВКОП;ВКОП 50-315-125-3;ВКОП 50-315-125;1000;2554 - 11789;445 - 1187;1100;83;209 100
10623;ВР;ВР 30-160-040-4;ВР 30-160-040;400;3707 - 20206;55 - 168;1500;74;231 600
10624;ВР;ВР 50-315-125-5;ВР 50-315-125;1000;2324 - 7089;249 - 1379;4000;106;98 000
10625;Ц;Ц 30-160-040-5;Ц 30-160-040;400;312 - 22692;608 - 1391;5500;101;166 800
10626;УВО;УВО 35-200-063-1;УВО 35-200-063;630;3501 - 8466;587 - 1785;3000;90;335 100
10627;ВО;ВО 35-200-063-5;ВО 35-200-063;630;2191 - 26818;402 - 1349;3000;64;239 500
10628;ВЦ;ВЦ 56-355-140-3;ВЦ 56-355-140;1120;610 - 11632;280 - 1216;11000;62;278 900
10629;ВКОП;ВКОП 40-250-080-4;ВКОП 40-250-080;800;1904 - 24721;545 - 844;7500;102;255 500
10630;ВО;ВО 56-355-140-2;ВО 56-355-140;1120;571 - 4343;626 - 958;11000;87;93 900
10631;ВКОП;ВКОП 45-280-100-3;ВКОП 45-280-100;900;1580 - 26445;265 - 419;5500;75;301 900
10632;ВО;ВО 50-315-125-1;ВО 50-315-125;1000;3644 - 10380;301 - 3157;250;74;300 600
10633;ВЦ;ВЦ 45-280-100-1;ВЦ 45-280-100;900;2110 - 2885;260 - 2299;5500;100;155 700
10634;ВКОП;ВКОП 40-250-080-1;ВКОП 40-250-080;800;3520 - 21664;634 - 1245;250;60;195 300
10635;ВР;ВР 45-280-100-2;ВР 45-280-100;900;384 - 16508;187 - 632;2200;71;186 700
10636;ВЦ;ВЦ 50-315-125-3;ВЦ 50-315-125;1000;720 - 11003;481 - 2820;1100;90;172 800
10637;ВО;ВО 35-200-063-3;ВО 35-200-063;630;448 - 26106;474 - 1869;550;96;57 600
10638;ВР;ВР 50-315-125-2;ВР 50-315-125;1000;1775 - 28721;491 - 3098;7500;67;112 800
10639;ВКОП;ВКОП 56-355-140-4;ВКОП 56-355-140;1120;850 - 25861;75 - 2670;1500;90;332 600
10640;Ц;Ц 45-280-100-1;Ц 45-280-100;900;3669 - 11841;361 - 3259;11000;80;50 800
10641;УВО;УВО 30-160-040-5;УВО 30-160-040;400;2675 - 27866;464 - 2724;15000;107;182 900
10642;ВР;ВР 35-200-063-4;ВР 35-200-063;630;1537 - 25107;497 - 3594;11000;106;327 300
10643;ВКОП;ВКОП 56-355-140-4;ВКОП 56-355-140;1120;1279 - 11426;229 - 416;1500;76;74 100
10644;Ц;Ц 35-200-063-1;Ц 35-200-063;630;3859 - 16480;373 - 2142;3000;77;50 000
10645;УВО;УВО 56-355-140-2;УВО 56-355-140;1120;398 - 4733;443 - 3138;3000;80;172 200
10646;ВКОП;ВКОП 30-160-040-1;ВКОП 30-160-040;400;1117 - 10054;120 - 1411;250;82;327 500
10647;ВКОП;ВКОП 40-250-080-4;ВКОП 40-250-080;800;278 - 19485;113 - 1206;15000;110;187 400
10648;ВЦ;ВЦ 35-200-063-3;ВЦ 35-200-063;630;2326 - 11259;45 - 295;250;62;199 000
10649;ВКОП;ВКОП 30-160-040-3;ВКОП 30-160-040;400;3121 - 17132;300 - 1819;1100;99;287 200
10650;ВЦ;ВЦ 45-280-100-2;ВЦ 45-280-100;900;1411 - 25890;588 - 2443;1500;70;234 400
10651;ВЦ;ВЦ 30-160-040-3;ВЦ 30-160-040;400;3866 - 22440;634 - 3162;550;78;252 700
10652;ВЦ;ВЦ 30-160-050-3;ВЦ 30-160-050;500;2016 - 16345;101 - 491;750;93;65 700
10653;Ц;Ц 40-250-080-5;Ц 40-250-080;800;1557 - 26255;121 - 536;4000;67;134 400
10654;Ц;Ц 30-160-040-4;Ц 30-160-040;400;1645 - 7941;421 - 716;4000;103;106 600
10655;ВР;ВР 45-280-100-3;ВР 45-280-100;900;2664 - 3901;355 - 1389;370;81;56 200
10656;ВЦ;ВЦ 56-355-140-1;ВЦ 56-355-140;1120;3378 - 20172;302 - 643;7500;87;188 900
10657;ВЦ;ВЦ 56-355-140-4;ВЦ 56-355-140;1120;3709 - 29317;436 - 1258;15000;66;65 900
10658;Ц;Ц 30-160-050-2;Ц 30-160-050;500;3069 - 11679;164 - 2605;3000;85;292 300
10659;ВКОП;ВКОП 30-160-050-3;ВКОП 30-160-050;500;1458 - 14270;142 - 1884;4000;76;198 300
10660;ВР;ВР 40-250-080-5;ВР 40-250-080;800;1917 - 11685;414 - 3581;7500;92;139 300
10661;ВР;ВР 50-315-125-3;ВР 50-315-125;1000;544 - 22811;595 - 1578;550;92;80 200
10662;ВКОП;ВКОП 56-355-140-2;ВКОП 56-355-140;1120;3738 - 18784;170 - 1333;11000;103;191 300
10663;ВЦ;ВЦ 50-315-125-5;ВЦ 50-315-125;1000;3546 - 27319;200 - 2618;3000;107;215 100
10664;УВО;УВО 30-160-040-3;УВО 30-160-040;400;3949 - 31791;346 - 2567;5500;79;55 400
10665;ВКОП;ВКОП 45-280-100-3;ВКОП 45-280-100;900;1774 - 13407;597 - 1691;2200;75;126 000
10666;Ц;Ц 50-315-125-3;Ц 50-315-125;1000;2495 - 27290;555 - 2629;4000;61;294 800
10667;ВО;ВО 40-250-080-4;ВО 40-250-080;800;2928 - 24353;528 - 2290;15000;76;291 400
10668;ВО;ВО 40-250-080-5;ВО 40-250-080;800;385 - 11424;294 - 1467;550;82;103 400
10669;УВО;УВО 30-160-040-5;УВО 30-160-040;400;2061 - 6578;473 - 1042;4000;96;279 000
10670;ВР;ВР 40-250-080-4;ВР 40-250-080;800;3504 - 19002;482 - 2273;11000;85;75 000
10671;Ц;Ц 45-280-100-1;Ц 45-280-100;900;2609 - 7057;234 - 1778;550;84;177 700
10672;ВО;ВО 35-200-063-5;ВО 35-200-063;630;2894 - 24648;255 - 768;3000;87;305 100
10673;ВКОП;ВКОП 45-280-100-3;ВКОП 45-280-100;900;1922 - 27064;498 - 1852;5500;67;58 700
10674;Ц;Ц 35-200-063-4;Ц 35-200-063;630;3205 - 29468;257 - 3312;5500;101;262 900
10675;ВЦ;ВЦ 30-160-040-3;ВЦ 30-160-040;400;3705 - 13297;496 - 2501;3000;67;187 400
10676;ВКОП;ВКОП 35-200-063-4;ВКОП 35-200-063;630;3664 - 19501;96 - 698;1500;107;54 500
10677;Ц;Ц 30-160-040-3;Ц 30-160-040;400;1709 - 11452;302 - 2882;1100;62;327 100
10678;ВР;ВР 40-250-080-3;ВР 40-250-080;800;741 - 13371;438 - 3068;750;91;180 400
10679;ВР;ВР 50-315-125-5;ВР 50-315-125;1000;1302 - 13498;384 - 3434;1500;105;293 100
10680;ВЦ;ВЦ 56-355-140-4;ВЦ 56-355-140;1120;1062 - 9492;386 - 3261;1100;71;46 600
10681;Ц;Ц 35-200-063-1;Ц 35-200-063;630;2515 - 14204;260 - 350;7500;88;129 100
10682;ВЦ;ВЦ 50-315-125-4;ВЦ 50-315-125;1000;735 - 18535;186 - 2180;2200;96;216 400
10683;Ц;Ц 45-280-100-5;Ц 45-280-100;900;2239 - 4711;608 - 3038;1100;70;268 500
10684;ВЦ;ВЦ 30-160-040-2;ВЦ 30-160-040;400;1878 - 16260;593 - 770;15000;100;143 200
10685;ВЦ;ВЦ 40-250-080-3;ВЦ 40-250-080;800;1282 - 19508;216 - 2893;15000;98;194 600
10686;ВО;ВО 50-315-125-3;ВО 50-315-125;1000;389 - 2744;533 - 3053;2200;66;271 600
10687;ВР;ВР 30-160-050-4;ВР 30-160-050;500;2230 - 28319;518 - 3356;4000;76;118 100
10688;ВР;ВР 40-250-080-1;ВР 40-250-080;800;1920 - 11854;617 - 931;5500;67;249 200
10689;ВО;ВО 50-315-125-4;ВО 50-315-125;1000;2583 - 14016;62 - 2924;3000;71;224 800
10690;УВО;УВО 30-160-050-3;УВО 30-160-050;500;347 - 4094;437 - 2970;370;82;268 900
10691;УВО;УВО 40-250-080-5;УВО 40-250-080;800;453 - 16693;561 - 1192;750;63;295 700
10692;Ц;Ц 30-160-040-1;Ц 30-160-040;400;2345 - 4919;241 - 1174;15000;107;206 400
10693;Ц;Ц 45-280-100-1;Ц 45-280-100;900;779 - 8111;531 - 1808;750;71;271 500
10694;УВО;УВО 56-355-140-2;УВО 56-355-140;1120;3304 - 29364;325 - 2928;1100;66;334 500
10695;ВКОП;ВКОП 30-160-040-4;ВКОП 30-160-040;400;2955 - 22369;400 - 2951;5500;67;106 800
10696;Ц;Ц 50-315-125-2;Ц 50-315-125;1000;2544 - 12891;470 - 1596;250;75;80 700
10697;ВКОП;ВКОП 45-280-100-2;ВКОП 45-280-100;900;2466 - 18109;136 - 1263;2200;82;227 900
10698;ВКОП;ВКОП 30-160-040-2;ВКОП 30-160-040;400;312 - 27344;233 - 1227;5500;107;76 200
10699;ВР;ВР 45-280-100-4;ВР 45-280-100;900;1970 - 24751;483 - 3180;5500;76;125 800
10700;ВО;ВО 45-280-100-3;ВО 45-280-100;900;3587 - 10276;611 - 3428;750;106;297 500
10701;ВР;ВР 56-355-140-3;ВР 56-355-140;1120;3831 - 9541;582 - 2683;1100;84;172 000
10702;ВЦ;ВЦ 50-315-125-4;ВЦ 50-315-125;1000;1188 - 11731;603 - 3233;15000;80;73 100
10703;Ц;Ц 30-160-050-1;Ц 30-160-050;500;3543 - 27997;223 - 2110;3000;110;116 600
10704;Ц;Ц 56-355-140-1;Ц 56-355-140;1120;2059 - 21415;249 - 604;2200;70;232 500
10705;ВКОП;ВКОП 56-355-140-3;ВКОП 56-355-140;1120;1643 - 8626;201 - 1989;3000;99;121 300
10706;ВР;ВР 56-355-140-3;ВР 56-355-140;1120;2967 - 28830;563 - 1620;11000;89;120 200
10707;ВЦ;ВЦ 45-280-100-4;ВЦ 45-280-100;900;3322 - 27002;539 - 3002;750;106;312 400
10708;Ц;Ц 45-280-100-5;Ц 45-280-100;900;3608 - 12902;648 - 1022;15000;70;321 000
10709;ВЦ;ВЦ 40-250-080-2;ВЦ 40-250-080;800;2274 - 18751;531 - 1634;3000;110;327 200
10710;ВЦ;ВЦ 45-280-100-1;ВЦ 45-280-100;900;413 - 10565;58 - 1922;2200;105;131 700
10711;УВО;УВО 40-250-080-5;УВО 40-250-080;800;3453 - 16434;361 - 1159;11000;78;97 600
10712;Ц;Ц 35-200-063-4;Ц 35-200-063;630;1102 - 4036;566 - 821;550;61;194 700
10713;ВКОП;ВКОП 35-200-063-1;ВКОП 35-200-063;630;3085 - 3845;511 - 979;5500;64;115 500
10714;УВО;УВО 56-355-140-3;УВО 56-355-140;1120;1221 - 27500;294 - 2213;250;71;266 400
10715;ВР;ВР 40-250-080-5;ВР 40-250-080;800;3981 - 7747;338 - 2928;2200;74;232 400
10716;ВР;ВР 30-160-040-1;ВР 30-160-040;400;2585 - 9950;418 - 1324;370;102;86 600
10717;ВКОП;ВКОП 30-160-040-3;ВКОП 30-160-040;400;2293 - 12693;418 - 2088;3000;74;93 000
10718;ВО;ВО 40-250-080-1;ВО 40-250-080;800;3044 - 5061;107 - 2877;11000;89;189 300
10719;УВО;УВО 30-160-050-1;УВО 30-160-050;500;3907 - 19185;408 - 2157;250;91;167 200
10720;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;3090 - 26534;495 - 1417;3000;73;168 700
10721;УВО;УВО 40-250-080-1;УВО 40-250-080;800;541 - 1227;140 - 2895;1100;96;135 000
10722;ВЦ;ВЦ 30-160-050-1;ВЦ 30-160-050;500;3587 - 30265;604 - 3179;550;70;181 800
10723;ВКОП;ВКОП 30-160-040-4;ВКОП 30-160-040;400;516 - 7855;576 - 2187;1500;77;268 500
10724;ВЦ;ВЦ 30-160-040-2;ВЦ 30-160-040;400;3950 - 25759;360 - 758;1100;75;223 900
10725;УВО;УВО 50-315-125-1;УВО 50-315-125;1000;3618 - 13186;522 - 913;370;95;61 200
10726;ВКОП;ВКОП 35-200-063-3;ВКОП 35-200-063;630;415 - 3631;363 - 3470;750;64;103 900
10727;УВО;УВО 35-200-063-5;УВО 35-200-063;630;3932 - 31062;456 - 744;550;90;257 900
10728;УВО;УВО 56-355-140-2;УВО 56-355-140;1120;3472 - 27000;320 - 3469;3000;91;274 100
10729;ВЦ;ВЦ 30-160-040-3;ВЦ 30-160-040;400;1251 - 18214;380 - 1970;550;80;292 500
10730;ВР;ВР 30-160-040-3;ВР 30-160-040;400;892 - 7272;357 - 2048;1100;108;74 800
10731;ВЦ;ВЦ 45-280-100-3;ВЦ 45-280-100;900;2915 - 27865;552 - 2301;15000;67;302 900
10732;ВР;ВР 56-355-140-3;ВР 56-355-140;1120;3803 - 7772;570 - 1272;3000;109;306 600
10733;ВКОП;ВКОП 56-355-140-1;ВКОП 56-355-140;1120;1429 - 20336;611 - 1058;2200;63;238 500
10734;УВО;УВО 30-160-040-1;УВО 30-160-040;400;2524 - 19382;378 - 1878;3000;62;336 800
10735;ВО;ВО 40-250-080-4;ВО 40-250-080;800;3222 - 21692;430 - 1815;250;76;186 900
10736;Ц;Ц 35-200-063-1;Ц 35-200-063;630;3895 - 14192;325 - 3433;550;99;181 600
10737;ВО;ВО 50-315-125-4;ВО 50-315-125;1000;2222 - 28640;59 - 2280;4000;63;226 600
10738;ВКОП;ВКОП 30-160-040-3;ВКОП 30-160-040;400;3555 - 8113;272 - 2117;7500;92;262 600
10739;ВО;ВО 40-250-080-5;ВО 40-250-080;800;1232 - 21963;494 - 720;1100;69;178 500
10740;ВКОП;ВКОП 40-250-080-5;ВКОП 40-250-080;800;2925 - 19969;159 - 1416;550;60;278 400
10741;ВЦ;ВЦ 50-315-125-5;ВЦ 50-315-125;1000;521 - 15410;50 - 280;2200;94;85 700
10742;ВР;ВР 30-160-050-4;ВР 30-160-050;500;1674 - 21073;523 - 1204;7500;74;290 100
10743;ВЦ;ВЦ 40-250-080-1;ВЦ 40-250-080;800;2998 - 5050;360 - 1440;370;89;88 700
10744;ВР;ВР 30-160-040-1;ВР 30-160-040;400;3462 - 20159;482 - 588;370;104;284 600
10745;ВР;ВР 56-355-140-1;ВР 56-355-140;1120;3109 - 27942;589 - 663;250;88;293 100
10746;УВО;УВО 35-200-063-2;УВО 35-200-063;630;2276 - 12080;416 - 1951;3000;87;98 800
10747;УВО;УВО 50-315-125-4;УВО 50-315-125;1000;3972 - 20305;533 - 770;2200;87;300 900
10748;ВО;ВО 50-315-125-1;ВО 50-315-125;1000;2674 - 26967;203 - 977;4000;108;166 900
10749;ВР;ВР 45-280-100-1;ВР 45-280-100;900;1260 - 8487;50 - 2701;5500;110;124 100
10750;ВКОП;ВКОП 35-200-063-2;ВКОП 35-200-063;630;2053 - 8343;412 - 3010;3000;94;161 400
10751;ВО;ВО 40-250-080-4;ВО 40-250-080;800;3933 - 13620;95 - 2290;7500;96;98 600
10752;ВО;ВО 50-315-125-1;ВО 50-315-125;1000;1614 - 21545;638 - 1784;15000;78;288 900
10753;Ц;Ц 56-355-140-4;Ц 56-355-140;1120;2620 - 27188;586 - 2845;250;65;137 400
10754;Ц;Ц 56-355-140-2;Ц 56-355-140;1120;1601 - 26852;454 - 1032;250;94;158 300
10755;ВЦ;ВЦ 30-160-040-1;ВЦ 30-160-040;400;3721 - 22549;592 - 798;550;82;302 300
10756;Ц;Ц 30-160-040-1;Ц 30-160-040;400;3681 - 17400;212 - 3201;250;107;253 700
10757;Ц;Ц 30-160-050-4;Ц 30-160-050;500;455 - 8376;420 - 1850;5500;82;100 300
10758;ВР;ВР 30-160-040-4;ВР 30-160-040;400;1994 - 14906;118 - 1952;11000;86;124 500
10759;УВО;УВО 40-250-080-3;УВО 40-250-080;800;2418 - 15912;237 - 1867;250;68;233 600
10760;ВО;ВО 56-355-140-4;ВО 56-355-140;1120;2303 - 18799;232 - 873;15000;63;122 600
10761;ВО;ВО 35-200-063-3;ВО 35-200-063;630;1672 - 3679;602 - 732;2200;99;185 600
10762;ВКОП;ВКОП 45-280-100-4;ВКОП 45-280-100;900;2490 - 29229;514 - 1400;7500;95;306 100
10763;ВКОП;ВКОП 56-355-140-5;ВКОП 56-355-140;1120;3946 - 11002;334 - 864;15000;63;71 600
10764;Ц;Ц 30-160-040-4;Ц 30-160-040;400;1795 - 12866;592 - 1841;4000;78;171 200
10765;Ц;Ц 56-355-140-5;Ц 56-355-140;1120;1147 - 2542;45 - 1228;2200;63;163 000
